Zonas Turísticas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M06;.
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M05;.
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M04;0
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M03;283.209
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M02;369.363
Baleares (Illes): Isla De Mallorca;Pernoctaciones;Residentes en el Extranjero;2020M01;166.998
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2025M03;65.225
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2025M02;37.126
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2025M01;20.811
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M12;30.399
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M11;26.075
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M10;59.231
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M09;52.892
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M08;50.701
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M07;52.760
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M06;63.299
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M05;59.830
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M04;54.001
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M03;56.096
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M02;35.145
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2024M01;20.573
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M12;21.848
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M11;26.185
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M10;49.392
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M09;44.613
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M08;49.977
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M07;57.977
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M06;71.707
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M05;66.657
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M04;53.488
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M03;38.357
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M02;36.060
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2023M01;26.581
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M12;26.163
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M11;32.296
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M10;70.916
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M09;49.623
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M08;76.339
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M07;59.806
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M06;80.200
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M05;55.300
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M04;54.485
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M03;40.232
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M02;27.342
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2022M01;13.390
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M12;19.729
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M11;23.822
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M10;55.740
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M09;48.360
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M08;58.799
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M07;45.103
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M06;41.106
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M05;25.938
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M04;16.157
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M03;9.112
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M02;6.389
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2021M01;4.745
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M12;8.371
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M11;10.765
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M10;16.917
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M09;26.762
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M08;46.885
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M07;20.934
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M06;.
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M05;.
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M04;0
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M03;11.907
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M02;32.915
Baleares (Illes): Palma - Calvía;Viajero;Residentes en España;2020M01;14.866
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2025M03;147.498
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2025M02;81.353
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2025M01;33.461
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M12;44.644
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M11;57.087
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M10;495.570
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M09;522.301
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M08;622.826
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M07;630.779
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M06;576.091
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M05;579.881
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M04;375.797
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M03;164.071
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M02;67.889
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2024M01;29.334
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M12;43.377
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M11;53.359
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M10;407.736
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M09;536.464
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M08;604.633
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M07;624.707
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M06;577.212
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M05;486.913
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M04;363.047
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M03;115.088
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M02;54.340
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2023M01;34.129
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M12;38.008
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M11;53.693
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M10;360.913
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M09;513.804
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M08;529.136
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M07;553.304
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M06;521.368
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M05;461.972
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M04;284.360
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M03;89.407
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M02;34.974
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2022M01;15.421
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M12;23.344
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M11;39.511
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M10;246.060
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M09;302.189
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M08;314.077
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M07;302.611
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M06;149.628
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M05;78.896
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M04;28.874
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M03;11.966
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M02;3.303
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2021M01;2.465
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M12;4.977
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M11;4.907
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M10;15.295
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M09;22.601
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M08;88.118
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M07;95.804
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M06;.
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M05;.
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M04;0
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M03;34.323
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M02;62.040
Baleares (Illes): Palma - Calvía;Viajero;Residentes en el Extranjero;2020M01;28.891
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2025M03;239.549
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2025M02;94.212
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2025M01;54.087
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M12;57.667
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M11;62.510
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M10;146.784
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M09;176.854
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M08;182.877
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M07;186.299
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M06;195.103
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M05;157.394
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M04;158.062
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M03;147.068
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M02;113.284
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2024M01;40.799
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M12;46.015
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M11;52.580
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M10;143.128
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M09;130.278
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M08;199.596
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M07;192.566
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M06;234.074
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M05;234.438
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M04;164.654
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M03;122.079
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M02;110.001
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2023M01;58.994
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M12;60.715
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M11;73.927
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M10;162.967
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M09;156.664
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M08;273.886
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M07;202.561
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M06;256.843
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M05;149.838
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M04;178.106
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M03;132.248
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M02;72.686
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2022M01;29.799
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M12;45.195
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M11;48.560
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M10;142.528
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M09;139.009
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M08;207.828
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M07;147.890
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M06;110.358
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M05;58.762
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M04;34.969
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M03;20.184
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M02;12.825
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2021M01;9.522
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M12;17.519
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M11;20.606
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M10;37.219
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M09;71.181
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M08;156.186
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M07;56.820
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M06;.
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M05;.
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M04;0
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M03;32.510
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M02;93.405
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en España;2020M01;32.672
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2025M03;615.935
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2025M02;322.481
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2025M01;132.583
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M12;163.763
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M11;219.218
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M10;2.223.463
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M09;2.635.942
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M08;3.146.407
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M07;3.056.069
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M06;2.612.842
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M05;2.491.362
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M04;1.596.921
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M03;792.506
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M02;301.991
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2024M01;124.946
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M12;162.566
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M11;231.061
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M10;2.045.795
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M09;2.568.531
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M08;3.028.965
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M07;2.955.482
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M06;2.464.057
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M05;2.155.354
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M04;1.523.646
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M03;498.831
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M02;233.546
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2023M01;123.514
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M12;140.845
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M11;229.619
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M10;1.794.603
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M09;2.465.713
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M08;2.852.873
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M07;2.869.596
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M06;2.430.895
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M05;2.008.066
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M04;1.280.361
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M03;373.061
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M02;136.365
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2022M01;57.086
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M12;80.076
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M11;169.247
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M10;1.286.550
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M09;1.499.782
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M08;1.675.370
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M07;1.613.877
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M06;688.697
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M05;352.752
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M04;122.536
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M03;43.246
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M02;9.502
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2021M01;9.471
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M12;14.779
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M11;15.175
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M10;50.477
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M09;87.819
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M08;501.213
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M07;483.740
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M06;.
Baleares (Illes): Palma - Calvía;Pernoctaciones;Residentes en el Extranjero;2020M05;.
